# Eye_lean Scene Events Sidecar
# FileVersion: 1.0
# SessionID: 20260503_160712_a22a689f
Frame,T,EventType,ObjectId,Detail
11951,266.873000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11952,266.886100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11953,266.900100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11954,266.916400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11955,266.927100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11956,266.938800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11957,266.949400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11958,266.962900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11959,266.975500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11960,266.982500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11961,266.993800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11962,267.005400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11963,267.017300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11964,267.028800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11965,267.038900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11966,267.050100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11967,267.062200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11968,267.071600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11969,267.083200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11970,267.096400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11971,267.105100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11972,267.117300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11973,267.127700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11974,267.138200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11975,267.149400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11976,267.160700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11977,267.171800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11978,267.182800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11979,267.194100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11980,267.205200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11981,267.216900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11982,267.227600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11983,267.238800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11984,267.249500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11985,267.260700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11986,267.272200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11987,267.283300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11988,267.294500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11989,267.305800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11990,267.316800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11991,267.328000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11992,267.339500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11993,267.350000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11994,267.361300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11995,267.372600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11996,267.383600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11997,267.394700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11998,267.405700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
11999,267.416800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
12000,267.428200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
12001,267.439600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
12002,267.450200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
12003,267.461500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
12004,267.472500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
12005,267.484000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
12006,267.494800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
12007,267.506300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
12008,267.517300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
12009,267.528200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
12010,267.539600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
12011,267.550700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
12012,267.561700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
12013,267.573200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
12014,267.584000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
12015,267.594800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
12016,267.606300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
12017,267.617400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
12018,267.628300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
12019,267.640000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
12020,267.650600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
12021,267.661500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
12022,267.673000,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
12023,267.684200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
12024,267.695100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
12025,267.706600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
12026,267.718800,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 3s...
12027,267.728400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 2s...
12028,267.740200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 2s...
12029,267.751300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 2s...
12030,267.762400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 2s...
12031,267.774600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 2s...
12032,267.784500,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 2s...
12033,267.795600,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 2s...
12034,267.807100,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 2s...
12035,267.818300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 2s...
12036,267.828900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 2s...
12037,267.840400,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 2s...
12038,267.851900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 2s...
12039,267.862300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 2s...
12040,267.873900,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 2s...
12041,267.884700,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 2s...
12042,267.896300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 2s...
12043,267.908200,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 2s...
12044,267.920300,ShowInstruction,,EXPERIMENT COMPLETE  Duration: 124.7 seconds  Thank you!  Returning to Main Menu in 2s...
12045,267.929500,ShowInstruction,,EXP
